"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08"
"Henry","GA","Atlanta","13","151",300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144900,145000,140000,140000,150000,164850,159900,165000,172400,169775,169900,169900,160000,157900,165000,174800,175000,177900,175000,175000,182602,183535,183945,179900,179990,185990,186945,179900,177990,176490,180990,189900,190000,188582,189900,194900,190000,190290,193900,191490,2e+05,207000,207990,208600,204900,203250
"Jackson","OR","Medford","41","029",301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269000,271900,275000,269900,265000,266450,269000,275000,274700,292700,285900,279000,274900,269000,259900,259500,257700,252900,269000,283900,287000,286500,285470,289000,290000,3e+05,289900,279900,274900,274990,285000,291250,299500,299000,310000,299000,295000,290000,299000,299000,290000,292000,3e+05,317950,319500,329000,329900,319950
"Washington","AR","Fayetteville","05","143",302,148000,144900,141900,148470,149900,149900,149500,149000,149900,148470,144250,139900,134900,129950,130500,130000,135000,132750,136590,139900,144000,146000,150000,150000,151950,156000,155000,157400,159900,159900,159900,159900,156950,159900,162900,162750,164500,166750,164250,169000,170000,174460,171700,169900,172250,169900,168950,169900,169900,172500,169824.5,169900,175000,178107,179000,175425,174900,175900,174900,175000,175000,184850,189900,199900,199900,189950,189900,189900,189900,185000,189900,191250,192900,190000,198000,195000,205000,210000,218000,208195,209700,212000,210000,209925,220000,225000,229000,229900,239950,239900,245000,236400
"New Hanover","NC","Wilmington","37","129",303,240000,235000,239000,234900,230000,229000,225000,225000,229000,209900,2e+05,199500,199000,195000,194900,190000,189900,192000,195000,190000,189000,189000,180000,182500,199900,199500,199900,199000,199000,199000,195000,199000,199000,194900,215000,215000,214900,219900,224900,235000,235000,240000,244900,241000,244900,239250,239900,239900,239000,239900,240000,249000,244000,228834,225000,225000,224900,225000,223700,220250,220000,225000,225000,229900,235000,239120,242000,239000,246450,241185,240530,259000,250000,252900,259000,260000,265000,264900,265000,269000,269900,274900,274900,275000,275000,275000,279000,285000,289900,289500,289212,289000
"Union","NC","Charlotte","37","179",304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199999,2e+05,214999.5,219900,227990,231615,230041,234750,237000,237860.5,240981,235000,244640,245590,258995,290000,299000,299900,294345,291150,280737.5,269900,253065,275490,279900,289900,289900,279995,287000,289990,295000,299500,294500,290000,313400,324900,299900,314990,331507.5,339900,333397.5,334900,349450,351382.5,350000,360104.5,355135,350000,359900,350405,355495,367595,381990,380000,378592.5,374990,367995
"Whatcom","WA","Bellingham","53","073",305,265000,266900,259950,259000,259000,259973.5,262250,268000,267500,255000,249999.5,249900,245000,237900,239000,239000,240000,244900,239000,238750,239000,235000,235000,230000,229995,235000,239900,245000,249900,250000,250000,250000,250000,250000,251000,254975,249925,249900,259000,259950,269000,270000,289000,279000,279950,275000,269500,269000,265000,265000,269950,279900,285000,289900,292900,297000,295000,299000,289900,279700,275000,285000,289900,299000,299500,3e+05,309000,310000,319000,321000,325000,326925,319000,314900,315000,320000,325000,329000,329900,333950,330000,337500,339900,339900,339900,350000,358000,350000,359900,369000,380000,389900
"Champaign","IL","Champaign-Urbana","17","019",306,159000,155000,155000,154900,151000,149900,149900,150000,150000,148000,139900,135000,131000,129900,129900,129900,129900,129500,129900,127000,124900,119900,119900,119900,119900,119000,124900,123900,124900,119900,119900,118900,115000,114900,128000,124900,122950,126900,129900,129900,129900,129900,130000,129900,128000,125000,125000,125000,123000,124900,129900,130000,134900,135000,134900,135000,132500,133250,132200,129900,129900,129900,134900,135250,139900,139900,139500,139900,139200,135000,138950,132500,132200,137000,139900,145000,141000,144950,145000,139900,144200,139900,139900,139000,139900,137000,142450,148900,153900,155000,155000,153200
"Yolo","CA","Sacramento","06","113",307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299000,319900,319200,325000,353000,349700,369000,375000,375077,368500,350000,349900,334000,298942.5,349900,349900,379000,389000,399000,399694,399000,399900,399000,399000,394900,389995,395000,399900,415000,429950,439000,430000,429000,425000,425000,409000,4e+05,409000,4e+05,407413,425000,429900,445000,449700,454500,443282
"Broome","NY","Binghamton","36","007",308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119000,119500,119900,119900,124000,124500,120000,124800,124500,125000,124250,119900,119900,118500,119900,122350,124051,124900,124900,124900,124900,121950,121700,119900,119900,119900,119900,119900,119900,123300,124900,121850,119900,119900,118995,119000,119250,115900,113875,115900,115000,114950,115900,115000,115000,114900,112000,108900,104850,101950,104900,109000,110000,116900,119900,119900,119000
"Richmond","GA","Augusta","13","245",309,99000,100950,104900,103900,104900,99900,1e+05,99900,103900,95000,89900,88900,89900,88900,87900,85000,85000,86000,84900,79900,69900,69900,69900,74800,79825,74900,78995,84900,79500,74900,70000,79900,82085,84900,93450,94900,94500,94250,97900,96000,97900,95000,99000,96750,97900,99900,99900,99700,94900,94900,99900,100950,99900,102250,104596,99500,89900,89900,89900,85950,89900,89900,94900,90300,89900,94000,94900,99000,99000,95000,91900,92900,97000,94000,91500,89900,89900,92738,90000,92400,90000,89900,89900,89900,92945,92500,95000,99000,99900,99900,105000,102400
"Saint Louis","MN","Duluth","27","137",310,159900,144900,144900,144900,145000,148700,145000,144900,159900,159000,154700,152000,149000,149550,144950,144900,149500,147500,145500,139900,135000,134900,129900,129000,127900,125000,129900,125000,129900,134900,134900,135900,139900,139000,145000,139900,139900,144900,145000,145250,146450,149900,149900,149500,144900,144000,143450,139900,135000,141000,142750,149900,159000,159900,159000,156900,156950,158200,159000,149900,148325,145900,159900,169900,175000,179000,179900,169900,169900,169900,164900,154900,149450,149900,159900,152000,159900,159900,159900,159900,158000,155000,149900,149900,139900,144900,150000,159900,169900,169250,168700,165000
"Mohave","AZ","Lake Havasu City","04","015",311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173500,179150,179777,179000,184900,185000,181995,189000,189900,189900,189900,189900,179900,185000,186900,189900,187000,189500,189900,189900,189000,189000,189600,190000,199000,194300,190000,195000,197000,199900,199900,205000,203625,2e+05,199999,204900,199900,207950,209000,214000,215000,214900,219000,218500,219900,219000
"Saginaw","MI","Saginaw","26","145",312,84900,89900,89900,89900,89900,89900,89900,89900,89900,79900,69900,69900,69900,65000,64900,69900,69900,69925,70500,74700,78900,64900,69900,69900,68950,67900,69900,77000,79900,72900,72900,73900,70000,72900,75900,74900,74900,74900,74900,79875,79900,84000,79900,83500,84900,84900,79900,79900,77700,79900,78900,84900,89675,89900,89900,89900,89000,84900,79900,72000,78000,79900,79700,82500,84900,89900,89900,89900,89500,84500,84500,79900,79900,78500,79900,84900,89400,89950,89900,89900,89900,89100,84950,79900,79900,80000,84900,89000,95200,99900,99500,92900
"Elkhart","IN","Elkhart","18","039",313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121900,121000,119900,119900,119900,119900,122900,127900,129900,129900,129900,130000,125000,127700,126250,128000,129900,134850,130000,134900,135950,138000,138500,135000,134900,132000,129900,130000,132250,135000,144700,149900,147500,159000,153400,146900,149000,149900,149900,154500,158999,159000,169900,170000,169000,167500,160000
"Sangamon","IL","Springfield","17","167",314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114900,115000,114900,114900,127700,129900,129900,129900,130925,129900,124900,128500,129900,129900,126500,129900,129900,137900,144900,145000,142500,143900,141950,143250,139900,139900,137000,139900,141750,146500,144900,144900,143500,139250,138700,139900,137500,134900,134900,134900,138000,144900,149900,154900,149900,148200
"Clermont","OH","Cincinnati","39","025",315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165200,169000,167095,174134.5,172513,175000,174900,175000,171900,167000,170950,165700,162900,169900,169945,175000,179900,180000,189900,189495.5,186930,185665,185215,179000,175650,184900,180950,188000,189900,194500,195000,194185,189100,193900,189900,190000,193900,194500,195000,188950,193450,199990,199000,200950,195000,198000,199000,194292.5,194950,192995,194742.5,199900,207495,214990,215830,215000,213743
"Sussex","DE","Salisbury","10","005",316,314500,315000,300500,309900,314950,309900,309000,295000,296900,295950,294700,295000,289900,289000,289900,289900,284900,279900,275000,275000,274000,272700,274900,269000,259900,258945,259990,269000,269900,269900,269000,265000,269995,273990,274900,269900,279000,279945,281150,279000,285990,284500,289000,294900,295000,294900,290990,291664,292990,299000,299000,299995,301945,299900,299900,299900,299900,299900,299900,299900,299900,299900,3e+05,304900,315000,319000,315250,315582.5,319900,320950,319900,318000,315000,319000,319321,319990,324000,319900,314900,309990,299999,299999,299900,299900,299000,299000,299900,299900,299900,304990,310000,309990
"York","ME","Portland","23","031",317,264900,264900,263900,263900,267900,263250,259900,263000,265000,260000,259000,255000,249900,249900,250000,255000,260000,259550,259900,259900,259000,258000,219900,214450,209900,212200,229900,232500,235000,239900,239900,243300,244900,239000,264900,250000,250445,249900,249900,254900,259000,250000,250000,249000,249900,249900,249900,249900,249900,249900,250000,254900,259000,259900,259900,259900,259000,259900,264900,259900,259900,266250,264900,265800,269310.5,275000,278950,275000,270000,275000,275000,277500,279000,275000,289000,290000,297600,299900,299900,308550,315000,309250,309900,304900,309900,320250,319900,329000,325250,325000,320000,324500
"Yuma","AZ","Yuma","04","027",318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,154450,150250,159000,162000,169000,165900,168993,173000,164950,163000,162450,165000,167500,169412,174900,165000,169900,183000,179412,174975,175000,176850,174900,175000,169900,174000,167999,165000,165000,163500,165000,165000,169000,169900,169000,165000,164200,169900,173750,176200,177500,179000,175000,179900,179900
"Racine","WI","Racine","55","101",319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104900,104900,99900,99900,99950,104900,110000,112000,114450,114900,109900,109900,107750,104900,104000,104250,104900,104900,104900,104950,104900,99900,99900,99500,97900,95000,89900,94000,96000,99900,109900,109900,108000,105000,105900,107500,109899,109900,108900,114500,114900,119900,120000,124900,119900,119900
"Shelby","AL","Birmingham","01","117",320,199900,203200,204900,205500,199999.5,199900,199500,197750,199900,194900,189900,179949.5,174900,179900,179900,182500,188500,184900,184900,179900,179900,179900,179900,179000,179000,179900,179900,174900,175900,175900,177500,178250,174900,177900,185700,189900,185787.5,196355,199900,208900,200550,202950,204700,199900,199900,2e+05,199900,199900,199900,205950,213000,214900,215950,217900,215000,218900,219225,215000,214900,212950,219900,220000,220000,224900,224900,225000,225000,232420,229900,233050,226900,229950,234900,249900,249000,249900,249900,250000,255000,256900,249750,249900,249900,248000,242900,254900,259900,265000,265975,264900,259900,260000
"Brazos","TX","College Station","48","041",321,174900,170000,169900,169900,172900,170000,170000,174900,178200,178500,175000,169900,169000,168000,167850,163100,162300,160950,160950,159950,164950,164000,159987.5,163500,159999,164900,159900,165000,164000,164250,165475,165000,167900,169500,169900,169900,165950,165000,165000,167400,168500,169900,176900,174900,182000,183000,173000,177250,178500,179100,168900,176700,196900,188000,189100,199900,203600,203600,204000,207100,213000,214900,219900,234900,224800,225000,239900,243900,249800,249900,266200,275000,250850,249000,244900,249000,249900,259900,265000,272000,279000,274900,272000,279900,287500,288700,299000,299900,298500,299900,298000,298000
"Tuscaloosa","AL","Tuscaloosa","01","125",322,164900,164900,163900,159900,159900,162900,159900,159900,158500,154850,149900,149900,149000,147675,144000,148900,149800,150000,153000,150250,150000,151750,149900,142240,149900,147900,143715,144500,148875,149900,149900,149975,149900,149999.5,167400,167900,166200,163800,169900,169900,171400,169900,173462.5,177700,179900,179900,179900,179900,179900,184500,188150,186200,187777,188400,184000,189000,189900,189900,189900,179450,183352,183352,182000,184900,184900,183400,185000,182200,185650,179900,175000,174900,174900,169000,169900,172900,169900,169900,169900,169000,169900,174000,174900,174500,174900,169900,173900,175139,179900,182900,184900,185000
"Kanawha","WV","Charleston","54","039",323,135000,134900,134900,132000,135000,134900,132298.5,139945,143650,142000,132500,119900,119900,118000,119900,129000,129900,128000,126250,125000,125000,127950,124873,119900,119900,116200,118500,115000,119950,120000,119900,119700,114900,117000,119900,119000,120750,122637,125000,125555,127500,125000,129450,129000,124900,124900,119900,119900,119900,119900,119900,128500,129900,129900,129900,129250,128250,130000,129900,128700,129500,129900,129900,129900,129900,129900,129900,128500,127300,128625,129000,125000,125000,125000,127500,129900,129900,134900,134500,134500,130000,133000,129900,129000,128000,129575,129000,130000,132000,134900,137250,139900
"Calcasieu","LA","Lake Charles","22","019",324,160000,161900,159250,158700,154900,155000,154900,154900,154900,154900,155900,154500,149900,150000,155000,154900,148000,144500,143000,144200,144500,144900,149900,148000,145450,145000,139950,139950,145000,149900,144900,135900,132500,138900,149900,149900,150000,154500,159900,160000,168500,168000,169000,169500,165000,167250,167950,170000,169450,164900,165000,164900,166000,166500,165000,169530,172111,169900,183500,183250,175000,184880,184000,181574,187776,185500,189900,189900,195000,197450,198000,2e+05,200500,2e+05,204124.5,210000,220000,220175,228500,228000,225000,221500,225000,224900,226750,230000,234900,239067,229900,225000,225600,223950
"Clay","FL","Jacksonville","12","019",325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195990,195000,197800,194900,194175,199900,2e+05,199990,199000,201990,202990,203950,206950,199900,198245,198900,190000,199000,198700,197245,196949.5,199500,199900,189990,190490,189900,190245,189990,199000,199900,205000,206500,205000,199990,199000,199900,199900,195990,199500,2e+05,212450,220000,225000,229900,228995,227000
"Saint Johns","FL","Jacksonville","12","109",326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245000,249970,245000,264990,274900,277385.5,275000,275940,271990,274900,274990,270000,277416,278420,285000,289000,289900,285990,289900,289900,298700,298995,299000,292990,299900,299900,299900,299900,310000,309970,310288,319900,322490,319990,319945,320970,319995,324900,339000,344990,338250,330000,325000,323800,322309,315895,319000,318900,315000,315000,329116.5,333620,335945,339900,339000,331970,329990
"Litchfield","CT","Torrington","09","005",327,255000,299900,319000,309000,304900,309900,299900,304500,299900,304900,299700,295000,294900,289900,294147,294500,289900,289900,289000,285000,282000,285000,285000,289900,279900,285000,289000,289000,293250,295000,295000,289500,289900,289900,289900,285000,280000,279925,285000,285000,289000,289000,285000,279900,288200,285000,280000,285000,285000,289900,285000,279900,283000,284000,279900,275000,275000,275000,275000,269900,274950,275000,279900,279900,279500,279000,275000,269900,275000,279900,275000,274000,269900,269900,279900,281500,284000,285000,282900,282450,285000,279900,279900,275000,279000,279900,289000,289900,295000,295000,294950,290000
