"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08"
"Brunswick","VA",,"51","025",1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165000,159000,155500,155500,159000,162000,159000,165450,165000,159000,179900,182400,159900,159000,150000,152942,180000,180000,189000,199900,189000,174975,185000,185000,194700,189900,185000,189900,185000,176950,162500,159950,149000,159450,154500,149500,149000,142500,140000,131000,132000,150000,145000,159900,159900
"Colonial Heights City","VA","Richmond","51","570",1817,184950,174775,179900,174750,170000,170000,173000,169950,169990,172000,174000,168950,165000,149950,154000,146225,152450,149900,158900,149250,149000,149000,140000,143375,139950,149900,144900,139450,144950,142750,150000,149900,140000,141500,156000,159900,150900,149000,145000,147500,149000,149000,139950,140475,139950,135000,135000,140000,135000,134725,129925,134500,128950,124999,124999,132000,144975,150000,154950,149975,149900,149900,148000,139950,154500,149900,143750,141475,139925,139950,139950,139900,134900,134900,129975,139900,139994.5,141500,144900,144838.5,159600,159950,154950,154950,157000,169990,165000,174900,161700,179900,179900,182500
"Beadle","SD","Huron","46","005",1818,114800,128500,128700,117350,122500,115950,125900,118450,119000,110000,109250,111000,112000,99925,99900,99925,105000,116900,113500,111500,110000,119000,110750,109000,110500,109750,111700,110000,119900,110500,117400,116900,114150,113500,109500,109500,114700,105000,113500,110000,114650,125000,115000,125000,119500,115000,115500,112900,113900,114900,119900,127700,125000,126000,127450,125000,125000,126000,132450,132450,125900,124900,135000,136250,129000,115000,124900,106200,104900,118250,129850,124900,132000,144450,139900,139900,139450,141950,139900,135000,129900,129000,124000,114900,125000,133500,149000,142450,139950,149000,149900,149000
"Rush","IN",,"18","139",1819,104700,107000,114500,114500,104000,99000,99300,98450,84900,88250,89950,84950,88150,84950,88200,86400,82500,79900,79900,85500,84950,79900,83500,79900,72200,77900,79700,79900,79900,84700,87900,79900,74900,77500,84700,85000,84700,79900,82500,85750,86500,88250,89500,89950,89900,89000,89250,85900,87450,88250,84900,84900,89500,90000,89500,87900,89500,87900,84000,79900,79900,81450,83250,84900,89700,89900,1e+05,89900,94900,89900,89950,89499,86250,86250,89499.5,91700,101900,101900,94900,93950,92000,88200,80500,81000,79900,75750,79900,88900,99700,102900,109250,109200
"Parke","IN",,"18","121",1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99700,114950,119900,126900,132500,149700,139950,149900,148900,147900,130000,119900,122400,124900,125500,129900,145750,154900,154900
"Simpson","KY",,"21","213",1821,119900,125000,122500,119900,119900,121400,125000,124900,124950,129000,129450,124200,122900,125000,127000,124900,129950,128000,127500,127250,127000,119900,127000,134400,134900,136500,132900,129900,132400,125000,126200,126000,119900,126000,125200,121200,119000,119000,119900,118700,120950,125000,129900,134900,134400,125000,118450,117000,119000,119900,123400,134000,128450,124900,123400,119900,124900,124900,126900,124900,124900,124900,121200,119700,119500,125400,129900,129900,129700,129900,136500,145000,145000,129400,128000,129900,125900,121950,124900,119900,125900,129950,136200,136500,139900,148450,149900,149900,159900,166950,170900,163950
"Henry","AL","Dothan","01","067",1822,189000,178000,169900,179700,173000,179000,175250,175700,179900,177800,184410,172400,159900,159900,150000,155900,159700,159900,164900,159950,165000,166500,164900,156450,164000,162500,158000,154900,159900,166575,165000,159000,157000,158450,159000,159000,172200,176450,169450,175700,179900,169900,169900,185000,179900,185900,169700,159900,159900,154900,151950,164200,170000,179000,174900,174950,174900,173450,174950,174900,178000,174500,165750,174700,174500,182400,178950,164900,165000,160000,169250,169000,169000,169450,178750,178000,179900,183000,189250,179700,189000,189000,179500,174000,179700,179250,182750,189000,175000,189000,196500,191200
"Van Buren","AR",,"05","141",1823,105000,102450,97900,95000,104900,1e+05,110000,109000,109000,109000,105000,104950,97950,93700,95000,90000,93500,89900,85860,89900,93900,94000,90000,88900,84900,84950,89000,84900,84900,86400,89500,89625,94200,94900,96000,94200,91400,93900,94500,97900,95000,94950,94900,93400,98700,94500,89900,94000,89900,89900,94500,94900,104800,100700,99900,89000,89900,95000,96750,95500,98900,106450,109900,122950,128500,124400,123900,113900,112900,119000,121500,118500,112900,110950,109900,105787.5,99900,1e+05,102235,100735,103000,99900,1e+05,105000,100500,100200,99900,109450,115000,114900,119900,119000
"Giles","VA","Blacksburg","51","071",1824,,,,,,,,,,,,134000,117500,126250,122000,122000,117900,128050,118000,114250,120000,134900,134900,137225,142450,134950,139900,134900,131900,135000,134900,139000,132900,132900,139900,139900,127000,129500,132400,138000,135000,135000,134950,129900,123250,125000,121225,123750,142000,139000,135950,127000,126000,144900,139900,146950,149000,136500,139700,129000,119900,129950,139900,135000,135000,129950,134700,129500,129900,128750,129600,121200,120500,126250,125000,123000,125000,127837.5,129950,135000,135000,135000,135000,125000,125000,124900,122250,134000,135000,158000,159900,137250
"Sharp","AR",,"05","135",1825,86250,81250,86500,85000,82250,86200,89900,89450,88000,85400,86500,84900,79900,77500,79000,79500,75000,66900,74500,76700,77500,69500,69500,69500,65000,68250,63000,59900,59500,59950,59900,59900,64700,66250,72500,69900,68500,67950,67900,69900,69900,68500,69900,69900,69900,70000,69900,69900,69900,69900,69900,69900,67500,69900,71900,70949.5,69900,71900,69900,69600,69500,69900,67850,64900,64900,69500,69500,67700,69500,69900,69900,69700,69700,69500,69900,69900,69950,72700,74500,75450,75900,79500,79500,78900,78500,74900,78700,79500,81750,89900,92500,89700
"Fountain","IN",,"18","045",1826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76500,69900,72950,68000,69000,69000,69700,68250,65200,69900,78450,78450,74900,72400,69500,74000,68500,77750,74250,74750,75750,76750,72500,72500,72500,79950,84000,88900,84900,86144.5,88144.5,83400,82500,74900,80000,80000,79950,76450,72500,82000,75000,79900,74950,71000,72450,72450,69000,74900,73450,77900,79900,79900,79950,84200
"Cook","GA",,"13","075",1827,124500,118000,118450,115000,118000,118000,119700,118750,119100,115000,112250,114700,115000,114400,107400,94900,91000,98500,89900,98250,89900,88750,89500,89700,89500,96000,79950,85000,95000,93500,89900,1e+05,99950,104900,115000,110000,109900,109900,98900,98900,96950,91450,89900,84900,92400,87900,89900,89900,85900,86900,84900,84900,88400,101750,115200,117750,114900,104950,105750,102400,99900,99900,106000,94000,98000,110450,109900,109000,119000,110000,109000,122400,109950,111500,120950,119900,120000,116400,116400,110950,113150,112400,104900,113950,105000,99800,110950,112500,112500,99900,109900,112449.5
"Kalkaska","MI","Traverse City","26","079",1828,115000,114900,114000,112169,114900,114900,112084.5,110000,109900,109000,107900,99900,99900,93000,94900,97900,97900,99900,98950,99900,99900,99000,96200,95000,96950,95000,89900,95000,99700,104900,109900,113000,108950,109900,109900,109900,109000,112900,109000,112000,119900,124900,127900,124900,124900,124400,117700,112000,109900,109961.5,112900,117250,119900,119900,119900,119900,119900,117500,114900,119900,117900,117900,114900,117900,123500,124900,129900,129900,129900,129900,129000,125000,119900,119900,124900,127450,129900,129900,134900,129900,129900,129200,126400,125900,117950,119900,119900,124900,129900,129900,129900,129900
"Chester","TN","Jackson","47","023",1829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128350,122200,119900,122200,121200,124900,119400,118900,117500,115550,119900,115500,118000,134900,134900,119900
"Spencer","KY","Louisville/Jefferson County","21","215",1830,171950,174900,180000,189000,189900,209900,204950,218000,222400,221950,225000,209900,192500,189900,189900,194000,209900,191950,194934.5,187869,194750,199900,187500,179900,174900,186500,189900,207900,195000,195600,194950,194950,2e+05,177261,174500,163000,185450,194900,179000,195700,189450,198400,199900,196500,194950,189900,187750,195000,194500,189900,191500,194950,204900,212150,225000,214900,207000,199900,196500,189900,177900,189700,195000,199500,219750,215500,198000,184500,178750,179900,179900,190000,187000,185000,192500,211000,196750,202450,205000,207500,194900,185000,199900,187500,199900,193450,199900,225000,246250,254000,249000,229000
"Sevier","AR",,"05","133",1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177450,185000,169900,162000,146200,154450,149900,149900,159000,144900,149900,149900,158250,159000,169900,171200,153750,149750,153700,149900,138700,137500,144950,169900,168950,155000,149900,155000,155000,145000,147450,156500,156500,159900,163900,164500,162500,158750,154900,160000
"Rockcastle","KY","Richmond","21","203",1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83000,80000,92450,82450,82450,88000,88950,88950,90000,104900,109900,99000,94500,84875,87450,85000,99900,103900,104900,103200,102500,99900,95000,102400,98500,94200,99900,99900,99900,99900,99900,99900,109999
"Bates","MO","Kansas City","29","013",1833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105000,111250,125000,119500,119000,123000,124000,118750,115500,126950,110000,110000,119000,129000,134900,140000,120000,107500
"Wayne","TN",,"47","181",1834,128250,129250,129000,120500,120500,129999,125000,145000,149450,145000,143700,143650,131999.5,139500,137250,135000,134000,139500,135000,135000,135000,131500,135000,135000,135000,127500,121000,119500,117000,114900,119000,119000,103500,99900,109900,109950,103000,101450,98500,98950,110000,99700,94470.5,98700,107250,102500,94900,94900,99500,95000,99000,115000,119500,120000,124500,134900,132400,119500,125000,124750,129000,125000,125000,125000,137250,138750,125000,125000,119000,119500,110000,117500,125000,116250,116250,117500,124950,125700,132500,135000,129900,124975,129250,129500,129500,125000,129500,139700,142100,149900,149900,139900
"Gilchrist","FL","Gainesville","12","041",1835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162500,162500,159450,166500,164850,164850,174900,169700,169900,161250,159900,161250,162450,164900,165000,162000,160000,165000,175000,165450,178950,185000,187450,187450,206950,199800,184350,195000,204450,199900,199900,180000,179900,189000,179900,174900,171450,164800,155000,167000,165000,165000,179800,175000,179900,189000
"Atchison","KS","Atchison","20","005",1836,92500,101250,97750,94900,97900,95000,94950,90000,93250,82000,83250,82500,82000,82000,86450,79000,80950,87500,88500,86500,82750,82500,83900,78000,77450,79225,80000,94250,90000,97000,98700,91000,90500,87000,90000,90000,87000,89000,89000,88500,99900,92500,89900,89950,84950,87000,79900,85250,87000,88900,95950,98250,102000,98000,99000,89500,88000,88000,84700,83600,84300,82900,89000,89000,89900,89000,84900,84900,84900,86000,85000,79900,79000,79450,84450,79000,78000,84950,88950,92450,94250,94000,89000,89000,89000,99900,99500,99000,99700,94950,95000,99500
"Scurry","TX","Snyder","48","415",1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146250,143000,137250,137250,155000,149000,127500,136000,144900,154500,155000,154750,144250,149700,135000,139900,139400,142200,149000,149000,149000,147500,131250,129950,129900
"Garrard","KY",,"21","079",1838,160900,149900,155000,152450,149900,149900,149900,149900,149900,149900,149900,149900,149900,149900,149900,149900,149000,149000,145450,142500,141200,142500,143700,139900,145000,145900,144900,147250,145250,139950,144700,146900,139900,138500,138750,139900,139900,141400,143000,148700,147500,145000,149900,149950,142400,129900,128500,119900,114900,114450,119500,120500,129900,127900,129000,134900,134900,134900,139000,139900,138000,147500,144900,144950,152000,150000,149000,145000,143700,149900,143000,140000,143750,143000,139900,142700,139999,139999,139900,149900,143700,137900,136900,138250,151450,144900,147450,149900,164750,164500,168000,169700
"Jefferson","IA","Fairfield","19","101",1839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173000,178997.5,173000,178995,171250,166950,177200,175500,172200,172200,149200,139450,139900,142200,137900,134900,142200,162250,146850,162000,171400,169900,165450,157250,140500,139500,139500,139500,140000,148000,150000,149900,149997.5,149900,140750
"Lafayette","WI",,"55","065",1840,136500,139000,135000,135000,134950,133900,134950,134900,124900,124900,124900,124900,124900,124900,132450,129450,125950,128950,128900,124375,126950,124000,124950,124500,124700,124450,124900,129900,134900,120000,133950,125000,120000,124950,120950,121900,114950,115000,107000,98000,104355,117000,124900,124900,122995,119900,119000,119000,102127.5,114900,111150,124750,124750,129000,122450,118250,117500,119000,117500,119497.5,119000,119000,114750,119995,123900,123900,121900,119000,118500,119995,119997.5,119995,120000,118500,119900,119900,119900,127400,129900,128900,139000,126450,119250,119000,115000,116400,121000,118000,114900,119900,114900,113950
"Polk","TN","Cleveland","47","139",1841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79450,89900,89450,96450,95000,99000,97900,111000,99700,89700,79900,79900,89500,79900,84950,95500,96750,95500,98000
"Leon","TX",,"48","289",1842,,,,,,,,,,,,,,,,,179000,160000,154900,139900,139900,152450,179000,160950,148200,148200,162000,147850,148600,149900,149700,149500,155000,154700,159000,145000,154000,157300,164950,149900,140000,144950,155000,149900,142000,139900,148000,149900,159500,165900,159900,167000,156750,159950,156750,165000,167000,169250,165000,189900,179900,165000,172000,166500,195000,177450,195000,195000,189250,184250,177250,175000,173500,171000,170000,169900,189500,189000,189815,189950,190000,175000,184450,177250,165000,175000,195000,195000,199250,199700,199950,205000
"Dallas","MO","Springfield","29","059",1843,98500,106800,101937.5,99900,99900,99900,97900,96900,99000,99900,99450,99900,99900,106000,99000,99500,99000,95000,93000,97500,94900,91750,93000,92500,98950,89900,94400,98250,99900,97500,97500,96200,92900,95900,97700,99000,95400,95900,95900,95700,99000,89900,99000,98750,95000,97900,89900,98450,99900,115000,109900,115900,109900,110000,116450,114950,110000,109950,114950,114950,110000,104450,114900,114900,115950,104950,107000,109900,109900,109900,106250,102450,109450,109450,110950,109900,112000,114250,112000,109500,112000,107000,107000,105000,109000,109000,107000,105000,111328,114900,102450,109900
"Wayne","IL",,"17","191",1844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99800,99350,99000,97000,89750,92000,99000,99000,102500,99500,88900,88950,102450,102450,105000,105000,95000,110500,105000,118000,110000,110000,110000,105000,99750,1e+05,95000,95000,95000,94000,94000,93000,95000,89900
"Seward","NE","Lincoln","31","159",1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132700,129900,125000,118742.5,119000,125000,119250,119000,139912.5,135000,135000,145000,145000,144500,135000,137999,137999.5,130950,133700,129900,133200,138950,140000,140850,135900,134500,149900,149900,166900,166900,177400,166900,166400,166900,169750,159950,159900,155500,159000,164999,168500,160937.5,179900,156987.5,163900,158975,163000,179900,200496,201392,199900,196700
"Piatt","IL","Champaign-Urbana","17","147",1846,144450,154000,165450,169000,173500,174700,171250,157950,165900,159900,159925,159900,156950,149500,149000,150000,150000,148000,149900,145000,149900,149900,142450,139000,139450,137500,142450,147000,139900,145950,139900,139900,139950,136500,139900,135000,135700,132000,134900,129900,129950,130950,139900,139000,132450,129900,133500,129900,129900,125900,129900,144900,137750,136950,138000,139000,139000,130000,129900,129950,128950,141000,139900,134900,139900,129900,135400,133450,133700,134900,137500,144750,144900,136000,137950,138000,138000,139900,139900,130000,129650,128325,132500,136900,136900,138000,142450,139500,144900,142000,145400,145400
"Clay","IA","Spencer","19","041",1847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900,129900,127450,124950,119900,122000,122000,124900,125000,124900,124900,129900,135100,142000,139000,135000,133700,134900,134900,134900,147900,148700,146450,149900,148000,149000,144900,142500
"Dickinson","IA","Spirit Lake","19","059",1847,,,,,,,,,,,,,,,,,229650,249000,261200,249900,238450,229700,212000,199900,199900,194900,225000,231862.5,248450,259000,229000,239000,234500,239000,235500,235500,227500,237950,239900,235950,229000,243250,236450,245000,281450,298500,289000,277700,281000,268000,249000,249000,249000,244900,259000,267500,279000,267500,278750,249700,265000,249500,248250,248000,279000,285000,289900,297000,285000,269900,267500,254900,254000,239900,254450,225000,242350,267500,269900,287500,288500,265000,249600,247700,248700,259900,260000,277000,274950,260000,259000,252450
"Marion","AR",,"05","089",1849,,,,,,,,,,,,,,,,149450,144900,144900,149000,145400,144200,138500,135900,134900,134900,129900,134950,132900,129900,129250,129950,129900,129900,129900,135000,129900,129900,125950,129500,129900,129900,129900,129250,129900,134950,135000,129900,123900,119900,119900,123450,119900,122900,124900,120500,128350,124950,124900,124900,125000,124950,129900,129949.5,129000,129000,133000,133000,129900,125000,122450,124900,122950,124900,129900,129900,139900,144900,145000,149000,145000,149000,149500,144450,149900,149900,144900,144900,144900,149900,147500,149900,149900
"Crawford","WI",,"55","023",1850,139900,144900,149900,145450,142900,142900,142900,143700,142400,137700,135000,135000,135000,124450,117500,119000,124949.5,129450,129900,129500,134250,135000,133500,132450,138500,134900,140950,144450,149450,149000,148250,139900,138950,134950,138900,143700,135000,139000,139450,151900,154500,155900,149900,157900,152950,150900,149900,151950,158450,154950,161000,159900,159900,145000,139500,145000,149250,144950,134900,134900,134900,139000,132000,139000,134900,129900,134900,134900,133400,139900,137500,138500,141900,139900,139900,139900,144900,144900,154900,159900,152000,154200,154200,150950,149900,149850,147425,146500,149900,149900,152400,139900
"Dade","GA","Chattanooga","13","083",1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169000,169000,162900,174950,189500,169000,169000,169900,169450,155000,144900,149900,159000,149900,149900,148000,149900,154900,154900,169900,167450,170000
"Lee","TX",,"48","287",1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239000,239900,232500,209450,204950,210000,229700,252633,267000,264500,255000,289000,282000,279000,262875,265000,260000,256500,245000
"Barbour","WV",,"54","001",1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99700,105000,112000,109750,115000,114500,113700,109900,109450,119500,115000,113950,111950,99900,104700,112450,119900,120000,119900,119900,125000,119900,118900,119900,119900,122200,125000,129000,125000,119900,116400,112900,109999,106450
"Dewitt","IL","Bloomington","17","039",1854,,,,,,,,,,,,,,,,,,,,114500,109900,109900,99900,94900,94900,93000,89900,89450,79900,89900,89900,94900,84900,89900,94950,94900,89900,93950,92750,93000,90900,97850,108500,111450,111450,1e+05,94900,94900,104000,99000,89900,99900,99900,89900,98750,99700,103000,108900,105900,98000,94900,111200,119900,119900,110000,115000,110000,115285,100749.5,99900,93750,95900,89900,89900,89900,104900,99900,99700,99700,97750,97250,89900,86950,88950,89000,89900,92450,96200,99900,102600,89500,89500
"Sawyer","WI",,"55","113",1855,230000,249000,244500,244500,249000,249600,249000,254000,259000,269000,267250,245000,234900,229000,229900,239450,242750,239900,229900,229900,229900,229900,229000,219000,199000,209000,209000,217000,215000,215000,215000,209000,204950,209450,199500,199500,199900,199500,2e+05,209900,215000,215000,219000,215000,219000,225000,209450,2e+05,199500,199900,199900,199900,210000,199900,199000,199900,199000,199900,199450,194750,189900,199900,199900,199900,209000,210000,210000,210000,212000,215000,214900,199900,199000,199000,199900,211000,211750,213250,214900,217500,220000,219900,224900,219900,199900,209000,207000,219900,227000,230000,234900,238950
"Dukes","MA","Vineyard Haven","25","007",1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225000,1225000,1225000,1225000,1200000,1200000,1237500,1200000,1300000,1299000,1300000,1325000,1325000,1297000,1300000,1299500,1390000,1337500,1295000,1250000,1250000
"Humboldt","NV","Winnemucca","32","013",1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219000,216000,205500,209900,214950,203000,209450,206000,212450,209900,204900,199900,199900,199500,199500,209950,205900,215000,202500,215000,223000,215000,219900,239900,230450,230000,235000
"Neosho","KS",,"20","133",1858,70500,64900,69500,66500,62450,62000,64200,63925,64500,63900,63900,59900,62500,59900,59900,58900,59900,63000,64900,72900,74700,74500,73000,74750,69500,70000,72500,74900,77500,79500,76900,74500,74000,67900,73500,73500,66700,61950,67450,69900,73500,69900,69900,70950,69900,69900,67000,67000,69000,64500,64500,73000,73000,79000,74900,76250,78500,76250,77900,77000,77450,78500,78700,85000,87500,86000,88900,79900,79900,84900,78000,75700,78240,78000,74950,76500,75000,74700,71750,74500,72500,69900,74500,74500,73950,79900,79700,79900,79900,83750,84500,90000
"Smith","MS",,"28","129",1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159950,159000,135000,137475,125000,123000,113500,104450,109000,104450,117000,99900
"Benton","TN",,"47","005",1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112000,114500,114950,115000,115000,114950,110000,112250,115000,110000,119000,122450,122200,119500,115000,115000,115000,114700,115000,112250,120000,120000,119000,119000,114000,122500,125450,128500
"Gogebic","MI",,"26","053",1861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119000,109500,99700,94500,89900,89700,84500,83500,89000,90000,85900,97500,97500,99000,99200,99400,97500,97677.5,94000,97177.5,97677.5,98500,99000,105250,107700,102500,110000
"Dixie","FL",,"12","029",1862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,147500,149000,147500,149000,149900,164950,149950,150000,154500,169000,150000,151750,149900,149900,159950,159000,156500,151750,150000,175000,175000,174900,153000,149000,148000,149900,147000,149900,149900,142500,149500,152000,149700,149700,149000,139900,139900,139900,144450,142450,144500,150000,149900,149900,150000
"Radford City","VA","Blacksburg","51","750",1863,,,,,,,,169900,164950,158450,149900,149900,149900,149250,128950,129900,144450,143700,143700,149900,159900,147500,142000,154200,154200,153350,162500,159900,164900,163700,163000,160000,154200,152800,161750,159900,159900,160500,149900,140000,149900,154855,158750,159000,149900,150950,159000,143750,149900,132450,143425,156497.5,168000,149900,159950,149900,164900,154900,149900,149900,149900,149900,147400,164900,165000,169900,153250,151900,159900,159450,152900,151900,150000,159900,164725,160700,155000,158900,159900,159900,157400,144950,137900,138900,145000,149900,155000,162425,160000,159900,159900,149900
"Torrance","NM","Albuquerque","35","057",1864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135000,127450,132750,139900,139900,147000,146000,144000,150000,149000,149900,159700,149950,149000,139000,149000,149000,148950,145000,145750,144250,131700,134000,129250,131500,124900,124900,124900,134500,145000,142450,139900,134000,131500,123750,125000,139900,139900,130000,148000,162000,165000,139900,129000,129000,132000,127000,125000,122400,126950,125000,139900,139950,139900,139800,159900
"Lewis","WV",,"54","041",1865,,,,,,,,,,,,,,,,,,,,,,,,,,122400,118900,134950,140000,135000,149250,155500,159000,156250,149900,149000,139900,139900,139000,129000,129000,129000,129000,139450,139900,135000,120000,125000,127500,130000,139000,133000,142900,140000,140950,139450,129900,130950,130950,129900,139500,129900,125000,139900,139700,139900,149900,139900,139900,127000,125000,134900,129450,132000,136450,138750,139000,136400,139900,129900,132250,134900,138250,137900,142000,142500,143000,139900,149000,155000,153400,155000
"Iowa","IA",,"19","095",1866,,,,139900,129950,141900,144900,141850,138000,140925,139900,137500,127450,124900,124975,129900,137000,153000,152500,153000,157300,149900,147000,142500,140000,139250,139500,137900,136500,135000,138450,144900,148500,139000,129950,129900,131000,130000,135000,138450,140000,130000,129900,119700,122900,120000,109950,119450,122000,123500,135450,130750,135000,135500,135000,135000,135000,129900,135000,139950,149900,139900,139900,147000,155000,152500,158900,165000,150500,149950,149950,155000,145400,144900,145900,148000,149000,154900,149900,148950,139900,139900,141900,149900,139900,148000,150000,155000,149900,150000,149900,141000
"Clark","IL",,"17","023",1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134900,135400,129900,126400,124900,129900,129900,127450,124900,124950,122450,128900,129900,143500,141700,127450,125000,118350
"Richland","ND","Wahpeton","38","077",1868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146500,149750,157200,157200,154500,167900,155900,159900,174900,145000,119900,118000,119450,130000,134700,144900,139900,165000,159900,159900,156200,135000,156200,169900,160900,160900,159900,151450,149450
"Rabun","GA",,"13","241",1869,299000,299000,299000,298900,295000,289900,294900,295000,289000,289000,280750,259000,250000,270000,249949.5,259000,255000,249000,229900,232400,225000,224000,214000,219500,215000,214000,216000,229000,269000,269000,269000,269000,269000,257000,279950,279000,289750,299000,274000,279000,273500,265000,267000,269000,269000,269000,262250,260000,249700,269000,269000,249950,239500,249000,249000,248250,239000,239000,240000,244900,248250,254499.5,278000,269000,259900,249000,249250,249000,249900,249900,259000,269000,260000,265000,259450,262500,274900,272200,278950,279250,275000,269700,279500,279900,278750,269000,262250,269000,282200,289900,299000,289900
"Idaho","ID",,"16","049",1870,225000,194500,212250,194750,212250,212250,233950,238000,238000,239450,249000,239900,249000,249000,232900,249900,246950,224900,209750,210000,215000,2e+05,2e+05,199700,207000,2e+05,199700,199000,219000,219000,197500,207000,203450,199000,210000,189000,193450,208500,217500,212500,219000,2e+05,2e+05,205000,219000,199500,199000,197500,189000,172250,187000,215000,210000,210000,215000,2e+05,215000,224500,215000,217000,222500,215000,215000,217000,219000,225000,224950,224900,224950,227500,224900,210209,217000,230000,230000,229000,237450,225000,225000,227000,232500,235000,225000,238750,228500,227000,225000,229000,249000,249500,256950,259000
"Brooks","GA","Valdosta","13","027",1871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122850,120925,118250,116500,108850,111450,112900,99900,110000,110000,110000,112000,124900,129900,135000,139000,135000,135500,139000,135000,134950,137000,139900,135000,129900,129900,119950,124450,125400,129900,129900,139900,144900,144900,149450,142900
"Kanabec","MN",,"27","065",1872,129900,129900,139000,135750,139000,136500,135700,130000,129900,112100,124900,124900,124900,108000,123000,120000,123950,139900,134900,129900,115900,124900,124900,119900,119900,114900,116700,119200,129500,134900,135000,123750,129900,119900,118750,99900,96000,109000,114900,114950,115000,129900,145000,145450,142450,145000,119900,125000,129900,140000,139000,128450,146000,159000,159900,154900,159900,159900,157450,150000,149450,134900,149900,168900,169900,164900,164900,159900,149900,160000,147200,139900,135900,139900,147900,147000,154900,154900,149900,144900,144900,144900,164450,152450,145000,145250,149900,164900,169900,160000,159900,174950
